District_Original,District_Mapped,district_name,state_name,disruption_rate_pct,piped_water_coverage_pct,reliability_gap,mean_wvi_score,mean_cci_score,mean_idi_score,district_typology
GORAKHPUR,GORAKHPUR,Gorakhpur,Unknown State,3.312142702506956,12.55031488359537,-16.38403830020781,46.069917418622126,55.49831120891787,2.449220396868044,Low Coverage Low Disruption (Resilient)
GUMLA,GUMLA,Gumla,Jharkhand,15.26182928051531,36.96744716917297,0.6630617154744236,57.63983925250812,38.05786261108961,2.767017226743137,Low Coverage Low Disruption (Resilient)
GUNA,GUNA,Guna,Madhya Pradesh,19.095820218108813,54.180029965587416,1.5364130472961968,52.03311680795995,51.91708671473651,3.8949907736403655,Low Coverage High Disruption (Traditional Vulnerability)
GUNTUR,GUNTUR,Guntur,Andhra Pradesh,11.053091776853218,70.37563509915313,-10.163797473310208,35.2541911008101,53.02536419658244,5.196455078100781,High Coverage Low Disruption (Success)
GWALIOR,GWALIOR,Gwalior,Madhya Pradesh,29.26155357444888,74.4885508614911,7.62565194219162,32.55936647432476,64.72523497244237,5.517195891965813,High Coverage High Disruption (Reliability Gap)
HAM|RPUR,HAMIRPUR,Hamirpur,Himachal Pradesh,37.86604615500265,85.64593860549446,10.75447767679961,29.496391616779505,68.37601683655393,5.329208974019842,High Coverage High Disruption (Reliability Gap)
HAM|RPUR,HAMIRPUR,Hamirpur,Unknown State,5.040828927081401,27.022263472884923,-13.369542068739303,46.38571874683247,47.56766578894329,2.3933603347703336,Low Coverage Low Disruption (Resilient)
HAMIRPUR,HAMIRPUR,Hamirpur,Himachal Pradesh,37.86604615500265,85.64593860549446,10.75447767679961,29.496391616779505,68.37601683655393,5.329208974019842,High Coverage High Disruption (Reliability Gap)
HAMIRPUR,HAMIRPUR,Hamirpur,Unknown State,5.040828927081401,27.022263472884923,-13.369542068739303,46.38571874683247,47.56766578894329,2.3933603347703336,Low Coverage Low Disruption (Resilient)
HANUM>NGARH,HANUMANGARH,Hanumangarh,Unknown State,23.50775276760705,82.96314014382563,-0.7493459410096044,34.087985938527396,65.00404680350273,5.7864967135929435,High Coverage High Disruption (Reliability Gap)
H>PUR,HAPUR,Hapur,Unknown State,10.364057635770092,41.21967974885676,-14.65826397534556,30.865392882256092,70.0130831465257,3.9601389404230383,Low Coverage Low Disruption (Resilient)
HARDA,HARDA,Harda,Madhya Pradesh,13.34929322125656,56.05560058781427,-6.840383253513016,46.95700744825768,58.49387435641548,4.249719652334368,Low Coverage Low Disruption (Resilient)
HARDOI,HARDOI,Hardoi,Unknown State,4.624792848261299,9.3544558843111,-11.916996815184968,52.84055135474642,44.93223788403854,1.9911651202246272,Low Coverage Low Disruption (Resilient)
HARIDW>R,HARIDWAR,,,,,,,,,
HASSAN,HASSAN,Hassan,Karnataka,42.981150132484345,74.54323344402808,20.260503214065498,36.597475492673446,60.34637171867583,5.337609990778954,High Coverage High Disruption (Reliability Gap)
H>THRAS,HATHRAS,,,,,,,,,
H>VERI,HAVERI,Haveri,Karnataka,33.57940721843831,85.48345503025908,13.183606891214016,40.15917458110249,53.189315324437864,5.779285712486421,High Coverage High Disruption (Reliability Gap)
HAZARIBAGH,HAZARIBAGH,Hazaribagh,Jharkhand,16.54190758683619,19.12196951830652,-2.167488717322218,49.33155576287752,51.19652843833383,2.16313446552367,Low Coverage Low Disruption (Resilient)
HOSHANG>B>D,HOSHANGABAD,Hoshangabad,Madhya Pradesh,19.396880538849302,55.50006734637931,0.3751033155845178,46.23517782578507,56.02639543602155,4.399808980603921,Low Coverage High Disruption (Traditional Vulnerability)
IDUKKI,IDUKKI,Idukki,Kerala,13.766861677072404,35.032679903609285,-11.381964321133555,36.37722746800702,65.00227741861484,3.119713070808426,Low Coverage Low Disruption (Resilient)
IMPHAL WEST,IMPHAL WEST,Imphal West,Manipur,34.03331750990702,41.17718593818388,11.844471730018842,22.201634810956357,58.262978465518486,5.0088290502398864,Low Coverage High Disruption (Traditional Vulnerability)
INDORE,INDORE,Indore,Madhya Pradesh,22.708152545385328,70.85128374658673,0.4155784032049539,29.654756681434176,68.56216954248552,5.3922477343985395,High Coverage High Disruption (Reliability Gap)
JABALPUR,JABALPUR,Jabalpur,Madhya Pradesh,5.236852853689037,25.964815740170945,-11.639854257255172,59.83568299882107,44.71993151410723,1.913755016946715,Low Coverage Low Disruption (Resilient)
JAGATSINGHPUR,JAGATSINGHAPUR,Jagatsinghapur,Odisha,15.12518197013047,24.351087610777412,-5.831948370966469,42.716255575932834,54.76633539568395,2.217621140181086,Low Coverage Low Disruption (Resilient)
JAIPUR,JAIPUR,Jaipur,Unknown State,18.106267162500497,78.46676751639596,-6.200153136194523,26.450204336243537,68.16617038569136,5.660136246248947,High Coverage High Disruption (Reliability Gap)
JAISALMER,JAISALMER,Jaisalmer,Unknown State,31.695552994836778,50.81273168814599,8.894614608756964,38.61038381400927,58.71881719350144,4.623550872741652,Low Coverage High Disruption (Traditional Vulnerability)
J>JAPUR,JAJAPUR,Jajapur,Odisha,14.664767041737225,14.31296857434338,-4.524084701361202,49.01066217321352,50.503533081924935,1.4972729220874728,Low Coverage Low Disruption (Resilient)
JALAUN,JALAUN,Jalaun,Unknown State,9.12550157581638,19.134702519677653,-9.988017450117232,43.210205071283184,53.0653267352754,2.293072480979853,Low Coverage Low Disruption (Resilient)
J>LOR,JALORE,,,,,,,,,
JAMTARA,JAMTARA,Jamtara,Jharkhand,13.04572371171799,21.00197474113375,-2.1741141077897943,55.79981983482694,37.84193665837604,1.748571667340717,Low Coverage Low Disruption (Resilient)
J>NJG|R - CH>MPA,JANJGIR CHAMPA,,,,,,,,,
JASHPUR,JASHPUR,Jashpur,Chhattisgarh,8.34336130911196,39.64843378441824,-6.831607372945598,55.92021986800584,39.02095754076849,2.7523429074719297,Low Coverage Low Disruption (Resilient)
JAUNPUR,JAUNPUR,Jaunpur,Unknown State,13.563850855273834,5.831027373674659,-7.197860663584461,47.06950177367402,58.35631614697798,1.6982042987236083,Low Coverage Low Disruption (Resilient)
JHABUA,JHABUA,Jhabua,Madhya Pradesh,13.068631569472847,50.994262111876075,-0.5741076862544823,65.83501835051119,39.406401861937525,3.4000736967805376,Low Coverage Low Disruption (Resilient)
DISPUTED (RATLAM & B>NSW>RA),RATLAM,Ratlam,Madhya Pradesh,31.836751608041343,73.13458688662588,11.954353298518733,42.97846540250837,58.18217263160323,5.013943330579768,High Coverage High Disruption (Reliability Gap)
JH>L>W>R,JHALAWAR,Jhalawar,Unknown State,11.867455132703164,60.17449168193112,-7.752136736892181,45.65636891687672,51.1558377069263,3.9846981900377063,High Coverage Low Disruption (Success)
JHANSI,JHANSI,Jhansi,Unknown State,5.163050253195174,26.044659000148386,-14.560107764892397,38.191223178874694,54.67380986286218,2.7747127462913856,Low Coverage Low Disruption (Resilient)
JH>RSUGUDA,JHARSUGUDA,Jharsuguda,Odisha,12.558029290720452,29.903944681169257,-5.81438981550804,42.988532351056705,49.26402837917296,2.5180479712200956,Low Coverage Low Disruption (Resilient)
JHUNJHUN@N,JHUNJHUNU,,,,,,,,,
JODHPUR,JODHPUR,Jodhpur,Unknown State,32.411559215842765,74.20643219560891,8.278609991484817,30.84497209014568,67.0267340852787,5.396229078203092,High Coverage High Disruption (Reliability Gap)
J@N>GADH,JUNAGADH,Junagadh,Gujarat,54.173366341409455,87.63092202231945,31.950717890188987,36.43739121376817,63.93814725470729,5.885250489358882,High Coverage High Disruption (Reliability Gap)
KAB|RDH>M,KAWARDHA,,,,,,,,,
KALABURAGI,GULBARGA,Gulbarga,Karnataka,51.61111477632612,67.30475308155522,31.85870783094475,40.70991619788683,52.99751533278848,4.7929211985218965,High Coverage High Disruption (Reliability Gap)
KAL>H>NDI,KALAHANDI,Kalahandi,Odisha,10.972894434915666,24.91517801922227,-4.725475648280689,54.77193307431382,36.791303681693215,1.739962748395846,Low Coverage Low Disruption (Resilient)
KANDHAM>L,KANDHAMAL,Kandhamal,Odisha,5.482176353026889,20.771205885302127,-10.430829957053088,55.24902485426488,40.24936884761754,1.6639283278287544,Low Coverage Low Disruption (Resilient)
K>NGRA,KANGRA,Kangra,Himachal Pradesh,32.46995147560019,79.42269621933592,5.962888773730469,33.10567184977802,68.5253130437311,5.065687076287192,High Coverage High Disruption (Reliability Gap)
UTTAR BASTAR K>NKER,KANKER,,,,,,,,,
KANNAUJ,KANNAUJ,Kannauj,Unknown State,5.34219160410792,16.92665996136155,-12.912986732857773,47.867527288864515,47.988980133718634,1.9954581858225209,Low Coverage Low Disruption (Resilient)
KANN@R,KANNUR,Kannur,Kerala,18.782465047831497,9.811527550532777,-5.652104825859091,25.530581983508164,72.31248679105909,2.740223836125988,Low Coverage High Disruption (Traditional Vulnerability)
KANPUR,KANPUR NAGAR,Kanpur Nagar,Unknown State,16.40857500074867,45.12171725120046,-5.213522902223055,28.69608836235301,61.89080223595485,4.281638439406763,Low Coverage Low Disruption (Resilient)
KANPUR DEHAT,KANPUR DEHAT,Kanpur Dehat,Unknown State,11.3901880211753,22.410974956556725,-7.130939090232131,48.968388836601626,48.75134912748455,2.4109746841818356,Low Coverage Low Disruption (Resilient)
K>RAIK>L,KARAIKAL,Karaikal,Puducherry,5.837179700077379,88.73307772094347,-17.666027100921177,27.7496219270794,66.64420117821436,6.448134125650342,High Coverage Low Disruption (Success)
KARAULI,KARAULI,Karauli,Unknown State,15.30051243343327,46.629241729650026,-3.841134942378069,47.062307371579706,51.63628633658788,3.5764508413237883,Low Coverage Low Disruption (Resilient)
K>SARAGOD,KASARGOD,,,,,,,,,
KASGANJ,KASGANJ,,,,,,,,,
KATNI,KATNI,Katni,Madhya Pradesh,7.481086201538926,36.22967996745951,-8.269341657895172,56.48490940153532,42.070465717005426,2.789187583186255,Low Coverage Low Disruption (Resilient)
KAUSHAMBI,KAUSHAMBI,Kaushambi,Unknown State,5.161650568820977,8.56110094753279,-11.240950389039757,55.25464676596165,41.48490462407795,1.1890577942075082,Low Coverage Low Disruption (Resilient)
KENDR>PARHA,KENDRAPARA,Kendrapara,Odisha,10.75014192119573,23.59946588686276,-8.522901353605839,47.16216906080143,47.84715501365183,1.8007968777340826,Low Coverage Low Disruption (Resilient)
KEONJHAR (KENDUJHAR),KENDUJHAR,Kendujhar,Odisha,17.259566115668395,34.1980427922293,1.009215005835653,50.9271477955067,41.91327619980039,2.541944279192363,Low Coverage High Disruption (Traditional Vulnerability)
KHERI,LAKHIMPUR KHERI,,,,,,,,,
KHORDHA,KHORDHA,Khordha,Odisha,7.750378591149963,56.1771811442803,-13.98963452193387,31.340746988422715,59.7335304507788,4.204879265251767,Low Coverage Low Disruption (Resilient)
KHOWAI,KHOWAI,Khowai,Tripura,9.04965369904913,36.46262973434366,-7.898092179285495,52.7212892715469,44.66779924165151,2.993979010733514,Low Coverage Low Disruption (Resilient)
KHUNTI,KHUNTI,Khunti,Jharkhand,14.122247304971069,29.90041603065603,-0.3867606868052995,58.23732141059956,40.16698291116598,2.4691933690490915,Low Coverage Low Disruption (Resilient)
GANG>NAGAR,GANGANAGAR,,,,,,,,,
EAST JAINTIA HILLS,EAST JANTIA HILLS,East Jantia Hills,Meghalaya,49.94334309169298,64.43046689506158,31.07095263876032,54.704943115542115,50.67763376623835,4.480319679845473,High Coverage High Disruption (Reliability Gap)
KODAGU,KODAGU,Kodagu,Karnataka,37.77740287781588,50.7768172669233,13.680047815184952,37.24472639183775,65.19413015001139,4.060096475381062,Low Coverage High Disruption (Traditional Vulnerability)
KODARMA,KODARMA,Kodarma,Jharkhand,11.20731840793482,22.530320006635076,-6.995035249671517,48.232574555801634,50.25252769642,2.4106080629323765,Low Coverage Low Disruption (Resilient)
KOLAR,KOLAR,Kolar,Karnataka,43.428824961320565,49.27084620721846,20.65140137385879,33.45582572700975,62.2457071397739,4.862327926498702,Low Coverage High Disruption (Traditional Vulnerability)
KOLLAM,KOLLAM,Kollam,Kerala,20.010322563334963,20.449003791000074,-5.909181805475679,27.7314787189676,72.94441161325321,3.1228209337331956,Low Coverage High Disruption (Traditional Vulnerability)
KONDAGAON,KODAGAON,Kodagaon,Chhattisgarh,18.915336306833524,31.241225336617983,4.594286713388181,59.881258525103675,38.933026130040595,2.3645013104703523,Low Coverage High Disruption (Traditional Vulnerability)
KOPPAL,KOPPAL,Koppal,Karnataka,33.789925126357595,88.66354276195348,14.191433558480782,44.40976359436847,50.64453417590561,6.068488055993552,High Coverage High Disruption (Reliability Gap)
KOR>PUT,KORAPUT,Koraput,Odisha,16.370572883685927,27.120962624020628,1.8900712406550737,56.980732297221635,35.17418724379042,1.960968186273368,Low Coverage Low Disruption (Resilient)
KORBA,KORBA,Korba,Chhattisgarh,12.106404038887783,46.07363872339642,-6.8557224345675145,41.98079610597088,55.35719369680507,3.6449393815835127,Low Coverage Low Disruption (Resilient)
KOREA,KORIYA,Koriya,Chhattisgarh,12.245412088354142,41.016171226223776,-5.042758332827999,47.691025673114936,49.4497825749218,3.3567225632525295,Low Coverage Low Disruption (Resilient)
KOTA,KOTA,Kota,Unknown State,9.65223417576432,85.60175242486235,-14.31334483255011,24.1126398855481,68.61624119640155,6.008560723769174,High Coverage Low Disruption (Success)
KOTTAYAM,KOTTAYAM,Kottayam,Kerala,23.800713551132805,39.45664401760536,-3.314553405980625,25.851126887931382,73.5072535364827,3.801855299743614,Low Coverage High Disruption (Traditional Vulnerability)
KOZHIKODE,KOZHIKODE,Kozhikode,Kerala,35.94131353181273,23.960752454864785,10.969942467178928,23.086671490752583,73.80537843390627,3.442427666018955,Low Coverage High Disruption (Traditional Vulnerability)
KRISHNA,KRISHNA,Krishna,Andhra Pradesh,15.104400224530211,69.61327816227848,-5.911735427586375,33.23297794891985,52.561322545728494,5.108409980243813,High Coverage Low Disruption (Success)
KULLU,KULLU,Kullu,Himachal Pradesh,27.68495642464257,95.18645321779915,3.072397009679193,31.93036859058809,60.04202110890861,5.894631119519524,High Coverage High Disruption (Reliability Gap)
KURNOOL,KURNOOL,Kurnool,Andhra Pradesh,23.7381223472328,87.94258464721722,3.5134246168350813,38.07453569556518,49.63722417558213,5.942442134438282,High Coverage High Disruption (Reliability Gap)
KUSHINAGAR,KUSHINAGAR,Kushinagar,Unknown State,8.265642360968384,5.433490949324924,-11.196725147308312,50.964765278519415,54.22432728789033,1.9151704095203368,Low Coverage Low Disruption (Resilient)
LAKSHADWEEP,LAKSHADWEEP,Lakshadweep,Lakshadweep,25.50418868175943,30.7162663845619,3.0283449544113736,29.09068625680184,72.70403991894847,3.960167674327339,Low Coverage High Disruption (Traditional Vulnerability)
LALITPUR,LALITPUR,Lalitpur,Unknown State,9.868909286054963,13.90322601598756,-7.449140570915242,51.15652527925701,47.255256105598626,1.7526143293418064,Low Coverage Low Disruption (Resilient)
LATEHAR,LATEHAR,Latehar,Jharkhand,14.720166575473948,26.95144741176208,0.9797588820327174,60.35634685260619,35.302964778319044,2.1741498004211026,Low Coverage Low Disruption (Resilient)
LOHARDAGA,LOHARDAGA,Lohardaga,Jharkhand,11.271794155645114,50.050926534846006,-5.354495856352578,52.4619460120032,42.69045377383771,3.531051938444387,Low Coverage Low Disruption (Resilient)
LUCKNOW,LUCKNOW,Lucknow,Unknown State,6.402373912161753,40.75455155304764,-15.600369807231896,28.341298999017617,63.33692919844075,3.893928205177109,Low Coverage Low Disruption (Resilient)
MAH>SAMUND,MAHASAMUND,Mahasamund,Chhattisgarh,16.422754937224525,55.98859345306788,-1.9373481344844663,49.23822933448094,46.83315649187985,3.902562248878167,Low Coverage Low Disruption (Resilient)
MAHE,MAHE,Mahe,Puducherry,30.563125451639035,22.704775877548343,5.399171016259448,15.896897762870044,78.58293251296926,3.5047053671141084,Low Coverage High Disruption (Traditional Vulnerability)
MAHISAGAR,MAHISAGAR,Mahisagar,Gujarat,15.400233089983562,45.71663305448442,-3.299515833471169,51.9150308487567,52.419083138020106,3.302295305460752,Low Coverage Low Disruption (Resilient)
MAHOBA,MAHOBA,Mahoba,Unknown State,6.904813403126867,14.928073250080448,-10.56651801520814,49.34708721033497,44.971887799835486,1.5255053109800407,Low Coverage Low Disruption (Resilient)
MAINPURI,MAINPURI,Mainpuri,Unknown State,8.446972670470505,33.22427183585159,-11.989100323123512,43.510204886931945,54.920591193275754,3.1925874657474824,Low Coverage Low Disruption (Resilient)
MALAPPURAM,MALAPPURAM,Malappuram,Kerala,12.487429771155028,15.761239437259942,-12.434979809427622,28.38608790435913,72.25006760579497,2.9150095689790354,Low Coverage Low Disruption (Resilient)
"DISPUTED (S>HIBGANJ, M>LDAH & KATIH>R)",SAHEBGANJ,,,,,,,,,
MALKANGIRI,MALKANGIRI,Malkangiri,Odisha,10.27125857037128,22.02990366476797,-3.516006358948415,60.93597258010217,34.55338200140324,1.5520390446772103,Low Coverage Low Disruption (Resilient)
MANDYA,MANDYA,Mandya,Karnataka,37.56248146163369,82.58370278000656,14.90591230768272,37.80256152734248,58.83008581432448,5.8772481022644625,High Coverage High Disruption (Reliability Gap)
MANDI,MANDI,Mandi,Himachal Pradesh,34.16332573880876,93.36780689583344,8.538132478987308,30.175755791515595,63.018070169529906,5.774110414004235,High Coverage High Disruption (Reliability Gap)
MANDLA,MANDLA,Mandla,Madhya Pradesh,12.70794179924684,41.57139104020381,-2.337298323970975,60.42376941260566,41.371103088983695,2.9140527351100274,Low Coverage Low Disruption (Resilient)
MANDSAUR,MANDSAUR,Mandsaur,Madhya Pradesh,22.2533425459248,65.45679950600761,1.9924655345652769,44.94515205430944,56.80533566519966,4.571380655695481,High Coverage High Disruption (Reliability Gap)
MATHURA,MATHURA,Mathura,Unknown State,16.021776897668335,52.23443840363107,-6.485090474251294,35.16964711837092,60.04653484854977,4.334864494349778,Low Coverage Low Disruption (Resilient)
MAU,MAU,Mau,Unknown State,8.826215936010898,16.85473839035323,-10.567049960910806,45.0896303485937,54.65771618019271,2.5650551684544896,Low Coverage Low Disruption (Resilient)
MAY@RBHANJ,MAYURBHANJ,Mayurbhanj,Odisha,14.453642747275468,23.74810556382104,-0.1227170049622596,58.49624419711352,39.20386036158513,1.908713095767618,Low Coverage Low Disruption (Resilient)
MEERUT,MEERUT,Meerut,Unknown State,4.287109938285123,46.420336975436555,-20.233062256108663,26.37593193935084,70.09317719232287,4.184808495952206,Low Coverage Low Disruption (Resilient)
MIRZAPUR,MIRZAPUR,Mirzapur,Unknown State,9.277156183049769,18.27095997592676,-10.058030828982846,45.91277560333021,51.38459184516001,2.0541961578905266,Low Coverage Low Disruption (Resilient)
MOR>D>B>D,MORADABAD,Moradabad,Unknown State,9.745353839833614,40.050933304357784,-12.748514165713564,34.800482330002836,63.05277736130307,3.985739096706224,Low Coverage Low Disruption (Resilient)
MORENA,MORENA,Morena,Madhya Pradesh,15.163176444045789,62.58073640415468,-4.121685508570868,45.25399062069779,54.587167393289626,4.43879535050923,High Coverage Low Disruption (Success)
MUNGELI,MUNGELI,Mungeli,Chhattisgarh,12.061754073857214,42.26576908157974,-6.180668594897488,50.799808341875135,48.12035116647972,3.301496923997535,Low Coverage Low Disruption (Resilient)
MUZAFFARNAGAR,MUZAFFARNAGAR,Muzaffarnagar,Unknown State,6.999467833333416,33.637320726909465,-17.01648240139832,33.83634669354155,65.1814111090862,3.452323573522364,Low Coverage Low Disruption (Resilient)
MYS@RU,MYSORE,Mysore,Karnataka,34.80942236228661,88.66934465932233,12.765981076531183,30.131765972811472,59.760734753172194,6.395439984009502,High Coverage High Disruption (Reliability Gap)
NABARANGAPUR,NABARANGAPUR,Nabarangapur,Odisha,10.813153319061271,19.266883915893303,-2.896172376352599,60.89982474175032,33.498334830165724,1.378125683145525,Low Coverage Low Disruption (Resilient)
N>GAUR,NAGAUR,Nagaur,Unknown State,30.968507970337956,66.50879994433897,6.930927532525487,35.04639002027237,63.76843755494239,5.0144156227581504,High Coverage High Disruption (Reliability Gap)
NAINIT>L,NAINITAL,Nainital,Uttarakhand,15.846083748702624,72.30813540151357,-9.673161779081909,25.6162086818628,68.66126285912746,5.161121561741816,High Coverage Low Disruption (Success)
N>R>INPUR,NARAYANPUR,Narayanpur,Chhattisgarh,25.205447488187417,40.30183954104182,10.92653131495308,56.208134324004405,39.88529430734973,3.012496009045802,Low Coverage High Disruption (Traditional Vulnerability)
NARM>DA,NARMADA,Narmada,Gujarat,10.143568313724014,51.42758472279011,-6.06913776976436,59.09262011669664,47.22931501794723,3.5492340134274083,Low Coverage Low Disruption (Resilient)
NARSHIMAPURA,NARSINGHPUR,,,,,,,,,
NAY>GARH,NAYAGARH,Nayagarh,Odisha,13.09752144173237,35.284348197635715,-6.375727314847969,46.9961190730405,47.64760912324411,2.472934531295355,Low Coverage Low Disruption (Resilient)
POTTI SRIRAMULU NELLORE,NELLORE,,,,,,,,,
NEW DELHI,NEW DELHI,New Delhi,NCT of Delhi,16.73040627727882,77.4950883199549,-7.68200815298556,11.799166440618034,68.47529900178822,6.438865452642693,High Coverage Low Disruption (Success)
NICOBAR,NICOBARS,Nicobars,Andaman & Nicobar Islands,50.45182119074143,95.1578076984096,28.50199839098566,42.302806950501534,54.79802737009848,5.836863710491873,High Coverage High Disruption (Reliability Gap)
NIMACH,NEEMUCH,Neemuch,Madhya Pradesh,22.146737036701435,79.44633077775498,1.2103359872427113,42.66917252367989,59.542350620589055,5.279965299283498,High Coverage High Disruption (Reliability Gap)
NORTH,NORTH,North,NCT of Delhi,26.960100286843403,69.79317537849913,2.785737949302465,15.01863471120513,66.77204859555374,6.121097849793961,High Coverage High Disruption (Reliability Gap)
NORTH,NORTH,North,NCT of Delhi,26.960100286843403,69.79317537849913,2.785737949302465,15.01863471120513,66.77204859555374,6.121097849793961,High Coverage High Disruption (Reliability Gap)
NORTH & MIDDLE ANDAMAN,NORTH & MIDDLE ANDAMAN,North & Middle Andaman,Andaman & Nicobar Islands,53.54160361290482,93.87958316756313,30.442708662092823,36.49705699516768,55.8259830403228,5.815803376368293,High Coverage High Disruption (Reliability Gap)
NORTH EAST,NORTH EAST,North East,NCT of Delhi,20.271134822501036,81.59524380186791,-5.5448998552357445,10.04102808582371,73.77340990895654,6.526998354317436,High Coverage High Disruption (Reliability Gap)
NORTH GOA,NORTH GOA,North Goa,Goa,23.30920365247995,90.63311943399606,-2.9374852979846047,24.07115317823812,77.64191102677414,6.335020753084719,High Coverage High Disruption (Reliability Gap)
NORTH TRIPURA,NORTH TRIPURA,North Tripura,Tripura,21.94993012303957,69.46239976538703,2.7239707895456604,40.10687800410595,50.65390894229037,4.936759756050316,High Coverage High Disruption (Reliability Gap)
NORTH WEST,NORTH WEST,North West,NCT of Delhi,23.348788507579982,95.62482624681049,-2.362435178464562,9.615354420356155,72.65669091539539,6.853207721278526,High Coverage High Disruption (Reliability Gap)
N@>PARHA,NUAPADA,Nuapada,Odisha,14.16013879024072,22.073705808754006,-1.4745650069242906,56.95495685423094,35.46117354484498,1.4993045189836067,Low Coverage Low Disruption (Resilient)
PAKUR,PAKUR,Pakur,Jharkhand,11.499818866777666,20.695304153797387,-1.9978606542570851,60.28363478570084,29.98578308486525,1.5924343238616514,Low Coverage Low Disruption (Resilient)
P>LAKK>D,PALAKKAD,Palakkad,Kerala,17.71761965246267,39.88116716802722,-6.68004015080999,33.90580670923499,66.26779360720346,3.62036691699443,Low Coverage High Disruption (Traditional Vulnerability)
PALAMU,PALAMU,Palamu,Jharkhand,5.531677374509598,24.87333401096509,-10.451718486714524,54.56624775430776,41.63455189595689,2.4128794086518757,Low Coverage Low Disruption (Resilient)
P>LI,PALI,Pali,Unknown State,38.12869682400471,80.06118322141819,13.581151325753948,33.2620788436669,64.87800874152586,5.613592601054445,High Coverage High Disruption (Reliability Gap)
P>NCH MAH>LS,PANCHMAHAL,,,,,,,,,
PANNA,PANNA,Panna,Madhya Pradesh,16.883457926592747,43.84798639083638,2.4299505725724337,59.91171814562617,37.39909086891664,3.12770152373872,Low Coverage Low Disruption (Resilient)
WEST SINGHBHUM,W SINGHBHUM,,,,,,,,,
PATTANAMTHITTA,PATHANAMTHITA,,,,,,,,,
PAURI GARHW>L,PAURI GARHWAL,,,,,,,,,
P|L|BH|T,PILIBHIT,Pilibhit,Unknown State,7.343223063183432,20.579713298678897,-12.461231478873325,45.45558948915738,53.13557384697464,2.8522023728177053,Low Coverage Low Disruption (Resilient)
PRAKASAM,PRAKASHAM,,,,,,,,,
PRAT>PGARH,PRATAPGARH,Pratapgarh,Unknown State,14.033927512109406,41.48668004999225,-2.483484703001336,54.975952399489614,43.266660619380616,2.8466323808703926,Low Coverage Low Disruption (Resilient)
PRAT>PGARH,PRATAPGARH,Pratapgarh,Unknown State,3.890469729568043,3.292840971824962,-14.87358745950196,51.82614449082223,52.19064918203526,1.2896453973827309,Low Coverage Low Disruption (Resilient)
DISPUTED (MANDSAUR & JH>L>W>R),MANDSAUR,Mandsaur,Madhya Pradesh,22.2533425459248,65.45679950600761,1.9924655345652769,44.94515205430944,56.80533566519966,4.571380655695481,High Coverage High Disruption (Reliability Gap)
PRATAPGARH,PRATAPGARH,Pratapgarh,Unknown State,14.033927512109406,41.48668004999225,-2.483484703001336,54.975952399489614,43.266660619380616,2.8466323808703926,Low Coverage Low Disruption (Resilient)
PRATAPGARH,PRATAPGARH,Pratapgarh,Unknown State,3.890469729568043,3.292840971824962,-14.87358745950196,51.82614449082223,52.19064918203526,1.2896453973827309,Low Coverage Low Disruption (Resilient)
PUDUCHERRY,PUDUCHERRY,Puducherry,Puducherry,6.194273831502119,89.91248704805824,-18.55427217209204,21.22165764096901,71.24409648613958,6.664607242472192,High Coverage Low Disruption (Success)
EAST SINGHBHUM,E. SINGHBHUM,,,,,,,,,
PURI,PURI,Puri,Odisha,12.57997143038018,29.825828390180636,-8.536115326016198,41.573097583515896,56.32976286969406,2.513841260049728,Low Coverage Low Disruption (Resilient)
RAIBEARELI,RAEBARELI,,,,,,,,,
R>ICH@R,RAICHUR,Raichur,Karnataka,42.73696375815679,84.75371867407885,23.335119541025133,43.050726921437,53.53174517715832,5.720244742743719,High Coverage High Disruption (Reliability Gap)
RAIGARH,RAIGARH,Raigarh,Maharashtra,30.207493441834178,89.4502126782586,7.242253593879081,35.134837927061035,63.60572663554151,5.890659658670235,High Coverage High Disruption (Reliability Gap)
RAIGARH,RAIGARH,Raigarh,Chhattisgarh,12.89214268772652,51.01993459385571,-5.930934188182057,48.9912209926841,47.69504742930364,3.5724722270872844,Low Coverage Low Disruption (Resilient)
RAIPUR,RAIPUR,Raipur,Chhattisgarh,12.24370698131405,70.35812783705522,-8.816216895191564,30.876090640912945,58.535103976747024,5.3854229121619515,High Coverage Low Disruption (Success)
RAISEN,RAISEN,Raisen,Madhya Pradesh,23.807184628560325,49.39351975432616,5.8018641630727465,48.671450916301126,51.83844521118437,3.7527269351974306,Low Coverage High Disruption (Traditional Vulnerability)
R>J NANDGAON,RAJNANDGAON,Rajnandgaon,Chhattisgarh,14.176217130981602,69.84180565594683,-6.101297156787471,42.90804384335874,54.12963106994289,4.97382525262836,High Coverage Low Disruption (Success)
RAJGARH,RAJGARH,Rajgarh,Madhya Pradesh,23.54081267865681,36.15887651616691,6.841580712144999,55.12901620184002,47.62230726689731,2.747819708296357,Low Coverage High Disruption (Traditional Vulnerability)
R>J SAMAND,RAJSAMAND,Rajsamand,Unknown State,28.45873098932243,84.68189572283399,5.496202598228358,37.427412530389695,60.17044386650082,5.520100303456298,High Coverage High Disruption (Reliability Gap)
RAMGARH,RAMGARH,Ramgarh,Jharkhand,14.151261098901092,41.408833663097774,-4.2886521727364855,39.68236194509734,51.607131894381226,3.85375730337345,Low Coverage Low Disruption (Resilient)
R>MANAGARAM,RAMANAGARA,Ramanagara,Karnataka,38.374017537605134,78.44077825626053,15.49128341043313,35.8512183595545,61.00646508083533,5.740040726148393,High Coverage High Disruption (Reliability Gap)
